identifier,Protein families,Phylum,has_signal_peptide
B3FIS2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B3FIS3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B3FIS4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B3FIS5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B3FIS6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B3FIS7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B3FIS0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B3FIS1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0CH71,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
A3F7X2,Other,Arthropoda,yes
P0DXW3,Other,Arthropoda,yes
P0DXW4,Other,Arthropoda,yes
P0DXW7,Other,Arthropoda,yes
P61792,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DXX0,Other,Arthropoda,yes
P0DXW5,Other,Arthropoda,yes
P0DXW6,Other,Arthropoda,yes
P0DXX3,Other,Arthropoda,yes
P0DXX2,Other,Arthropoda,yes
P0DXX1,Other,Arthropoda,yes
P0DXW8,Other,Arthropoda,yes
L0G8Z2,,Arthropoda,yes
P0DXW9,Other,Arthropoda,yes
L0GCW8,,Arthropoda,yes
A0A0A0V633,,Arthropoda,yes
P0DUT5,Other,Arthropoda,yes
F8S0Z7,Other,Chordata,yes
B6EWW8,Other,Chordata,yes
Q8AY45,Venom Kunitz-type family,Chordata,yes
P0C7X6,Venom metalloproteinase (M12B) family,Chordata,no
P0C7X7,Venom metalloproteinase (M12B) family,Chordata,no
P81630,Venom metalloproteinase (M12B) family,Chordata,no
P81631,Venom metalloproteinase (M12B) family,Chordata,no
P0DM97,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6A9,Venom metalloproteinase (M12B) family,Chordata,no
P82466,Venom metalloproteinase (M12B) family,Chordata,no
P0C6A7,Venom metalloproteinase (M12B) family,Chordata,no
J3SBP9,Venom metalloproteinase (M12B) family,Chordata,yes
Q9PWJ0,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6A5,Venom metalloproteinase (M12B) family,Chordata,no
Q805F6,Venom metalloproteinase (M12B) family,Chordata,yes
P81743,Venom metalloproteinase (M12B) family,Chordata,no
P34182,Venom metalloproteinase (M12B) family,Chordata,yes
Q8AWX7,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6B6,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6E3,Venom metalloproteinase (M12B) family,Chordata,no
B8K1W0,Venom metalloproteinase (M12B) family,Chordata,yes
Q2UXR0,Venom metalloproteinase (M12B) family,Chordata,yes
Q2UXQ5,Venom metalloproteinase (M12B) family,Chordata,yes
Q90495,Venom metalloproteinase (M12B) family,Chordata,yes
Q90ZI3,Venom metalloproteinase (M12B) family,Chordata,yes
Q98UF9,Venom metalloproteinase (M12B) family,Chordata,yes
P0C7B0,Venom metalloproteinase (M12B) family,Chordata,yes
Q8AWI5,Venom metalloproteinase (M12B) family,Chordata,yes
Q8JIR2,Venom metalloproteinase (M12B) family,Chordata,yes
P20164,Venom metalloproteinase (M12B) family,Chordata,yes
Q90Y44,Venom metalloproteinase (M12B) family,Chordata,no
D3TTC2,Venom metalloproteinase (M12B) family,Chordata,yes
D3TTC1,Venom metalloproteinase (M12B) family,Chordata,yes
P82942,Venom metalloproteinase (M12B) family,Chordata,no
C6EVG7,Other,Chordata,yes
Q8QGP7,Other,Chordata,no
D5J9S0,Other,Chordata,yes
P79799,Other,Chordata,yes
P0CJ10,,Arthropoda,yes
D1MEI9,,Arthropoda,yes
E5L0E3,Peptidase S1 family,Chordata,yes
P0CJ41,Peptidase S1 family,Chordata,yes
P81661,Peptidase S1 family,Chordata,no
P18964,Peptidase S1 family,Chordata,no
Q8JH85,Peptidase S1 family,Chordata,yes
E0Y419,Peptidase S1 family,Chordata,yes
P0CG03,Peptidase S1 family,Chordata,yes
O13061,Peptidase S1 family,Chordata,yes
J3S832,Peptidase S1 family,Chordata,yes
E5L0E4,Peptidase S1 family,Chordata,yes
Q9PT51,Peptidase S1 family,Chordata,no
B5G6G7,Other,Chordata,yes
B5L5N1,Other,Chordata,yes
B5L5N2,Other,Chordata,yes
B5L5P0,Other,Chordata,yes
B5L5P3,Other,Chordata,yes
B5L5P6,Other,Chordata,yes
B5L5M9,Other,Chordata,yes
B5L5N3,Other,Chordata,yes
B5L5P4,Other,Chordata,yes
B5L5P7,Other,Chordata,yes
B5L5N4,Other,Chordata,yes
Q9Y0X6,,Arthropoda,yes
P01388,Snake three-finger toxin family,Chordata,no
P25669,Snake three-finger toxin family,Chordata,no
P01386,Snake three-finger toxin family,Chordata,no
A8HDK8,Snake three-finger toxin family,Chordata,yes
F8J2E6,Snake three-finger toxin family,Chordata,yes
Q53B55,Snake three-finger toxin family,Chordata,yes
Q53B59,Snake three-finger toxin family,Chordata,yes
Q2VBP3,Snake three-finger toxin family,Chordata,yes
P25667,Snake three-finger toxin family,Chordata,no
Q8UW28,Snake three-finger toxin family,Chordata,yes
P0DQQ1,Snake three-finger toxin family,Chordata,no
P25671,Snake three-finger toxin family,Chordata,no
P07526,Snake three-finger toxin family,Chordata,no
F8J2D7,Snake three-finger toxin family,Chordata,yes
F8J2E5,Snake three-finger toxin family,Chordata,yes
C0HJD7,Snake three-finger toxin family,Chordata,no
P0DQQ2,Snake three-finger toxin family,Chordata,no
P25672,Snake three-finger toxin family,Chordata,no
C1IC49,Snake three-finger toxin family,Chordata,yes
P29180,Snake three-finger toxin family,Chordata,no
O42256,Snake three-finger toxin family,Chordata,yes
P29181,Snake three-finger toxin family,Chordata,no
A2CKF6,Snake three-finger toxin family,Chordata,yes
P29182,Snake three-finger toxin family,Chordata,no
Q802B3,Snake three-finger toxin family,Chordata,yes
P25679,Snake three-finger toxin family,Chordata,no
Q9W7I3,Snake three-finger toxin family,Chordata,yes
P25680,Snake three-finger toxin family,Chordata,no
Q802B2,Snake three-finger toxin family,Chordata,yes
P01401,Snake three-finger toxin family,Chordata,no
P01400,Snake three-finger toxin family,Chordata,no
P01399,Snake three-finger toxin family,Chordata,no
O93422,Snake three-finger toxin family,Chordata,yes
P60814,Snake three-finger toxin family,Chordata,yes
P0DSM9,Snake three-finger toxin family,Chordata,no
A2CKF7,Snake three-finger toxin family,Chordata,yes
P82935,Snake three-finger toxin family,Chordata,yes
P85520,Snake three-finger toxin family,Chordata,no
P01447,Snake three-finger toxin family,Chordata,no
P01456,Snake three-finger toxin family,Chordata,no
P01451,Snake three-finger toxin family,Chordata,no
P01468,Snake three-finger toxin family,Chordata,no
O93471,Snake three-finger toxin family,Chordata,yes
A0A7T7DMY7,Snake three-finger toxin family,Chordata,yes
P86538,Snake three-finger toxin family,Chordata,no
Q9PST4,Snake three-finger toxin family,Chordata,yes
Q9PST3,Snake three-finger toxin family,Chordata,yes
O93472,Snake three-finger toxin family,Chordata,yes
P01442,Snake three-finger toxin family,Chordata,yes
P01462,Snake three-finger toxin family,Chordata,no
Q9DGH9,Snake three-finger toxin family,Chordata,yes
P01469,Snake three-finger toxin family,Chordata,no
P01440,Snake three-finger toxin family,Chordata,no
P01463,Snake three-finger toxin family,Chordata,no
P01441,Snake three-finger toxin family,Chordata,no
Q98959,Snake three-finger toxin family,Chordata,yes
Q98960,Snake three-finger toxin family,Chordata,yes
F5CPE3,Snake three-finger toxin family,Chordata,yes
Q53B47,Snake three-finger toxin family,Chordata,yes
A7X4S7,Snake three-finger toxin family,Chordata,yes
Q2VBP2,Snake three-finger toxin family,Chordata,yes
A7X4T2,Snake three-finger toxin family,Chordata,yes
Q53B48,Snake three-finger toxin family,Chordata,yes
A0A4P1LYC9,Snake three-finger toxin family,Chordata,no
F5CPE0,Snake three-finger toxin family,Chordata,yes
U3FAE1,Snake three-finger toxin family,Chordata,yes
U3EPL2,Snake three-finger toxin family,Chordata,yes
Q2VBP1,Snake three-finger toxin family,Chordata,yes
Q2VBP0,Snake three-finger toxin family,Chordata,yes
P0DL82,Snake three-finger toxin family,Chordata,no
Q2VBN9,Snake three-finger toxin family,Chordata,yes
Q4VRI0,Snake three-finger toxin family,Chordata,yes
Q53B52,Snake three-finger toxin family,Chordata,yes
P86094,Snake three-finger toxin family,Chordata,no
P0C005,,Arthropoda,no
P0DQJ1,Other,Arthropoda,yes
P0DQI8,Other,Arthropoda,yes
P0DQI9,Other,Arthropoda,yes
P0DQJ0,Other,Arthropoda,yes
W8GNV3,Other,Arthropoda,yes
A0A088SG62,Other,Arthropoda,yes
P0C7J7,Other,Chordata,no
P0C7J8,Other,Chordata,no
P0C7S5,Other,Chordata,no
P86721,Other,Chordata,no
P04562,Other,Chordata,no
P0C7S1,Other,Chordata,no
P85038,Other,Chordata,no
P0C7S6,Other,Chordata,no
P30424,Other,Chordata,no
P0C7S3,Other,Chordata,no
P58803,,Mollusca,no
P56641,Other,Mollusca,no
P0C1V8,Other,Mollusca,no
P0C8U4,Other,Mollusca,yes
P0DQQ5,Other,Mollusca,no
C0HLM2,Other,Mollusca,no
P86261,Other,Mollusca,no
P0DKP5,Other,Mollusca,yes
P60274,Other,Mollusca,yes
P85010,Other,Mollusca,no
P0DKP7,Other,Mollusca,yes
P85011,Other,Mollusca,no
P85012,Other,Mollusca,no
C0HJA8,Other,Mollusca,no
P0DKP6,Other,Mollusca,yes
P60977,Other,Arthropoda,no
P60254,Other,Arthropoda,no
P0DPT1,Other,Arthropoda,no
P0DM34,Other,Mollusca,yes
P0CH41,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DQT4,,Arthropoda,yes
E2E4F7,,Chordata,yes
H2BKS9,Other,Mollusca,yes
P0C350,Other,Mollusca,no
H2BK78,Other,Mollusca,yes
C0HKY6,Other,Mollusca,no
C1J5M6,Other,Mollusca,yes
P0C1U0,Other,Mollusca,no
P01524,Other,Mollusca,no
P0CH16,Other,Mollusca,no
P0C8V3,Other,Mollusca,no
P0CE77,Other,Mollusca,no
P85022,Other,Mollusca,no
P85018,Other,Mollusca,no
P85019,Other,Mollusca,no
P85020,Other,Mollusca,no
C0HKY7,Other,Mollusca,no
C1J5M7,Other,Mollusca,yes
P05482,Other,Mollusca,no
Q2I2Q6,Other,Mollusca,yes
C8CK74,Other,Mollusca,yes
C8CK79,Other,Mollusca,yes
C8CK78,Other,Mollusca,yes
C8CK75,Other,Mollusca,yes
Q9TWL8,,Mollusca,no
P0DP19,Other,Mollusca,no
P0C250,Other,Mollusca,yes
P0DUA6,,Mollusca,yes
A0A1P8NVS2,Other,Mollusca,yes
Q2I2P3,Other,Mollusca,yes
Q9NDA7,Other,Mollusca,yes
A0A1P8NVU0,Other,Mollusca,yes
P0DUA7,,Mollusca,yes
P0DPQ2,Other,Mollusca,no
P0DUQ9,Other,Mollusca,no
A0A1P8NVR4,Other,Mollusca,yes
A0A1P8NVS8,Other,Mollusca,yes
Q9NDA5,Other,Mollusca,yes
W4VSA0,Other,Mollusca,yes
P0DUC8,Other,Mollusca,no
P0DPQ0,Other,Mollusca,no
P0DUA8,,Mollusca,yes
Q9NDA6,Other,Mollusca,yes
P0DUC6,Other,Mollusca,no
P0DPQ1,Other,Mollusca,no
P0C638,Other,Mollusca,yes
Q9BPE3,Other,Mollusca,yes
Q6PN82,Other,Mollusca,yes
Q3YEE8,Other,Mollusca,yes
H8Y1U0,Other,Mollusca,yes
Q1A3R1,Other,Mollusca,yes
P0C639,Other,Mollusca,yes
C0KYC3,Other,Mollusca,yes
Q9BPF9,Other,Mollusca,yes
Q9BPD9,Other,Mollusca,yes
Q9BPF7,Other,Mollusca,yes
Q1A3R0,Other,Mollusca,yes
P0C640,Other,Mollusca,yes
C0KYC4,Other,Mollusca,yes
Q9BPE1,Other,Mollusca,yes
P0DQY6,,Mollusca,no
P0DM99,,Mollusca,no
P0DMA0,,Mollusca,no
P0DPK7,,Mollusca,no
P0DQN0,,Mollusca,no
P13494,Other,Arthropoda,no
P0C1R3,Other,Arthropoda,no
P81885,Other,Arthropoda,no
P0DUS5,Other,Arthropoda,yes
P0DUS6,Other,Arthropoda,yes
P0DQU0,Other,Arthropoda,yes
Q95P88,Other,Arthropoda,yes
P83253,Other,Chordata,yes
P83254,Other,Chordata,no
Q6T6T3,Other,Chordata,yes
Q3BER2,Other,Chordata,yes
Q3BK13,Other,Chordata,yes
Q6T6T2,Other,Chordata,yes
Q3BER3,Other,Chordata,yes
P0C6A8,Other,Chordata,no
Q58L95,Peptidase S1 family,Chordata,yes
Q58L96,Peptidase S1 family,Chordata,yes
Q56VR3,Peptidase S1 family,Chordata,yes
A6MFK7,Peptidase S1 family,Chordata,yes
P82807,Peptidase S1 family,Chordata,yes
A6MFK8,Peptidase S1 family,Chordata,yes
Q58L94,Peptidase S1 family,Chordata,yes
B5G6G5,Peptidase S1 family,Chordata,yes
P83370,Peptidase S1 family,Chordata,yes
Q58L93,Peptidase S1 family,Chordata,yes
P43685,Peptidase S1 family,Chordata,no
I1SB07,Other,Mollusca,no
D2Y264,Other,Arthropoda,yes
D2Y265,Other,Arthropoda,yes
D2Y266,Other,Arthropoda,yes
D2Y267,Other,Arthropoda,yes
D2Y268,Other,Arthropoda,yes
D2Y269,Other,Arthropoda,yes
D2Y270,Other,Arthropoda,yes
D2Y292,Other,Arthropoda,yes
D2Y293,Other,Arthropoda,yes
D2Y294,Other,Arthropoda,yes
D2Y295,Other,Arthropoda,yes
D2Y296,Other,Arthropoda,yes
D2Y297,Other,Arthropoda,yes
D2Y298,Other,Arthropoda,yes
D2Y2I1,Other,Arthropoda,yes
D2Y2I2,Other,Arthropoda,yes
D2Y2P3,Other,Arthropoda,yes
D2Y2P6,Other,Arthropoda,yes
W4VSB6,Other,Mollusca,yes
W4VS16,Other,Mollusca,yes
D2Y2C3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
A0A6B9L6A5,,Arthropoda,yes
P0DPM4,Conotoxin O1 superfamily,Mollusca,yes
D6C4K5,Other,Mollusca,yes
B1P1I9,Other,Arthropoda,yes
B1P1J1,Other,Arthropoda,yes
B1P1J0,Other,Arthropoda,yes
B1P1J4,,Arthropoda,yes
B1P1J2,Other,Arthropoda,yes
P0C2X7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1A4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1A6,Other,Arthropoda,yes
B1P1A5,Other,Arthropoda,yes
B1P1B9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P62520,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
Q2PAY4,Other,Arthropoda,yes
P60164,Short scorpion toxin superfamily,Arthropoda,no
P60165,Short scorpion toxin superfamily,Arthropoda,no
Q6WGI9,Short scorpion toxin superfamily,Arthropoda,no
A9QLM3,Short scorpion toxin superfamily,Arthropoda,yes
B5KF99,Short scorpion toxin superfamily,Arthropoda,yes
P0DQN4,Other,Arthropoda,yes
P59936,Short scorpion toxin superfamily,Arthropoda,yes
P0C168,Short scorpion toxin superfamily,Arthropoda,no
P0C185,Short scorpion toxin superfamily,Arthropoda,no
P0C8L1,Short scorpion toxin superfamily,Arthropoda,no
P0CH12,Short scorpion toxin superfamily,Arthropoda,yes
P0CI47,Short scorpion toxin superfamily,Arthropoda,yes
P0CI48,Short scorpion toxin superfamily,Arthropoda,yes
P0DQN5,Short scorpion toxin superfamily,Arthropoda,yes
P83243,Short scorpion toxin superfamily,Arthropoda,no
P84864,Short scorpion toxin superfamily,Arthropoda,no
P85528,Short scorpion toxin superfamily,Arthropoda,no
C5J896,Short scorpion toxin superfamily,Arthropoda,yes
P86116,Short scorpion toxin superfamily,Arthropoda,no
P0DL37,Short scorpion toxin superfamily,Arthropoda,yes
C0HJN0,Short scorpion toxin superfamily,Arthropoda,no
P55928,Short scorpion toxin superfamily,Arthropoda,no
P56215,Short scorpion toxin superfamily,Arthropoda,no
Q9U8D2,Short scorpion toxin superfamily,Arthropoda,yes
P80670,Short scorpion toxin superfamily,Arthropoda,no
P80671,Short scorpion toxin superfamily,Arthropoda,no
P0CC12,Short scorpion toxin superfamily,Arthropoda,yes
P86400,Short scorpion toxin superfamily,Arthropoda,yes
C0HJQ5,Short scorpion toxin superfamily,Arthropoda,yes
A0A1L2FZD4,Short scorpion toxin superfamily,Arthropoda,yes
E4VP43,Short scorpion toxin superfamily,Arthropoda,yes
Q0GY43,Other,Arthropoda,yes
C6EVG6,Other,Chordata,yes
D2X5W3,Other,Chordata,yes
D2X5W4,Other,Chordata,yes
A0A218QX08,Other,Arthropoda,yes
A0A7S8MVN3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D9U299,Other,Arthropoda,yes
P0CI44,Other,Arthropoda,yes
P85030,Other,Arthropoda,no
P0DOZ8,Other,Mollusca,no
P58623,Other,Mollusca,no
P0DP10,Other,Mollusca,no
P0C1M9,Other,Mollusca,no
P0DL85,Other,Mollusca,no
P58841,Other,Mollusca,no
P58624,Other,Mollusca,no
P0C1N0,Other,Mollusca,no
P58842,Other,Mollusca,no
P0C1N8,Other,Mollusca,yes
P0DP11,Other,Mollusca,no
P0C424,Other,Mollusca,no
P58846,Other,Mollusca,yes
C0HKY8,Other,Mollusca,no
P86260,Other,Mollusca,no
C0HKY9,Other,Mollusca,no
P86262,Other,Mollusca,no
C0HKZ0,Other,Mollusca,no
P0C1N7,Other,Mollusca,yes
P0DKQ3,Other,Mollusca,yes
P0DKQ4,Other,Mollusca,no
P0DKQ5,Other,Mollusca,yes
P0DKQ6,Conotoxin O1 superfamily,Mollusca,yes
P12028,Other,Chordata,no
P24331,Other,Chordata,yes
P01476,Other,Chordata,no
P12029,Other,Chordata,no
P63175,Other,Chordata,no
P24333,Other,Chordata,yes
P63176,Other,Chordata,no
P86193,Other,Chordata,no
P86194,Other,Chordata,no
P01477,Other,Chordata,yes
P24330,Other,Chordata,yes
P63327,Other,Chordata,no
P0DV01,Other,Arthropoda,no
Q5G8B5,Other,Arthropoda,yes
P86825,Other,Arthropoda,no
P0DQT1,Other,Arthropoda,yes
A0A0A1I6N9,Other,Arthropoda,yes
P0DME3,Other,Arthropoda,yes
P0DMF2,Other,Arthropoda,yes
P0DME6,Other,Arthropoda,yes
P0C8W2,Other,Arthropoda,yes
P0CI90,Other,Arthropoda,yes
I0DEB6,Other,Arthropoda,yes
C5J887,Other,Arthropoda,yes
Q5G8B4,Other,Arthropoda,yes
P86826,Other,Arthropoda,no
P0DMF8,Other,Arthropoda,yes
P0DMF3,Other,Arthropoda,yes
P0DME7,Other,Arthropoda,yes
P0CI89,Other,Arthropoda,yes
Q9GQW4,Other,Arthropoda,yes
Q5G8B3,Other,Arthropoda,yes
P0CJ22,Other,Mollusca,no
P0CJ23,Other,Mollusca,no
D2Y492,Conotoxin O1 superfamily,Mollusca,yes
P0CC13,Conotoxin O1 superfamily,Mollusca,no
P58918,Conotoxin O1 superfamily,Mollusca,no
P69752,Conotoxin O1 superfamily,Mollusca,no
P69754,Conotoxin O1 superfamily,Mollusca,yes
Q26443,Conotoxin O1 superfamily,Mollusca,yes
P0DMA2,Conotoxin O1 superfamily,Mollusca,no
P56713,Conotoxin O1 superfamily,Mollusca,yes
P28881,Conotoxin O1 superfamily,Mollusca,yes
P24159,Conotoxin O1 superfamily,Mollusca,no
P69759,Conotoxin O1 superfamily,Mollusca,yes
Q8IS41,Conotoxin O1 superfamily,Mollusca,yes
Q7Z027,Conotoxin O1 superfamily,Mollusca,yes
P0CC14,Conotoxin O1 superfamily,Mollusca,no
P58919,Conotoxin O1 superfamily,Mollusca,no
Q9BP60,Other,Mollusca,yes
Q9BP69,Other,Mollusca,yes
Q3YED3,Other,Mollusca,yes
Q3YEF0,Other,Mollusca,yes
P0DSI2,Other,Arthropoda,yes
Q9U6W0,Other,Arthropoda,no
Q9PUH8,Phospholipase A2 family,Chordata,yes
P70088,Phospholipase A2 family,Chordata,yes
D6MKR0,Phospholipase A2 family,Chordata,yes
O42190,Phospholipase A2 family,Chordata,no
Q45Z25,Phospholipase A2 family,Chordata,yes
Q9PUH7,Phospholipase A2 family,Chordata,yes
Q9PWR6,Phospholipase A2 family,Chordata,yes
P31100,Phospholipase A2 family,Chordata,yes
O42191,Phospholipase A2 family,Chordata,no
Q9YGJ7,Phospholipase A2 family,Chordata,yes
O42192,Phospholipase A2 family,Chordata,no
Q9PUH4,Phospholipase A2 family,Chordata,yes
Q2YHJ6,Phospholipase A2 family,Chordata,yes
Q800C4,Phospholipase A2 family,Chordata,yes
Q7T2R1,Phospholipase A2 family,Chordata,yes
P00604,Phospholipase A2 family,Chordata,no
C7G1G6,Phospholipase A2 family,Chordata,yes
Q75S51,Phospholipase A2 family,Chordata,yes
Q02471,Phospholipase A2 family,Chordata,yes
P00613,Phospholipase A2 family,Chordata,no
P00605,Phospholipase A2 family,Chordata,no
P84674,Phospholipase A2 family,Chordata,no
P00609,Phospholipase A2 family,Chordata,no
P0CAS2,Phospholipase A2 family,Chordata,no
Q8UW30,Phospholipase A2 family,Chordata,yes
Q9PUH6,Phospholipase A2 family,Chordata,yes
P59071,Phospholipase A2 family,Chordata,no
C0HKC3,Phospholipase A2 family,Chordata,yes
Q9PUH5,Phospholipase A2 family,Chordata,yes
P82950,Phospholipase A2 family,Chordata,no
G9I930,Phospholipase A2 family,Chordata,yes
Q45Z46,Phospholipase A2 family,Chordata,yes
P00615,Phospholipase A2 family,Chordata,yes
Q3HLQ4,Phospholipase A2 family,Chordata,yes
P23027,Phospholipase A2 family,Chordata,no
P0CG57,Phospholipase A2 family,Chordata,no
P30811,Phospholipase A2 family,Chordata,yes
Q9PVF4,Phospholipase A2 family,Chordata,yes
P23028,Phospholipase A2 family,Chordata,yes
Q6H3D6,Phospholipase A2 family,Chordata,yes
Q6H3D4,Phospholipase A2 family,Chordata,yes
Q6H3D2,Phospholipase A2 family,Chordata,yes
P00616,Phospholipase A2 family,Chordata,yes
Q6H3D3,Phospholipase A2 family,Chordata,yes
P0DV63,,Arthropoda,no
P0DQO2,Other,Arthropoda,no
Q9NJC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9GQW3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9NJC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9GNG8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLF8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DJH8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLR3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLZ3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMA3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PH4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P59897,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45667,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P15223,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLF2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01492,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DRB0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMB8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60277,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P86406,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84646,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P15224,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56611,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P59354,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMA6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PH1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7Z1K8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P45662,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P58778,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60266,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HMC1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
F8UWP3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P83644,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01489,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P58328,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P83435,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60215,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P61100,Other,Arthropoda,no
P61101,Other,Arthropoda,no
P61102,Other,Arthropoda,no
P81240,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59864,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q8T3T0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9XY87,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q95WX6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9Y1U3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P56637,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q8I0K7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
O76963,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
O77091,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P81112,Other,Chordata,no
P81113,Other,Chordata,no
B4XSZ4,Other,Chordata,yes
P81114,Other,Chordata,no
B4XSZ5,Other,Chordata,yes
B4XSZ6,Other,Chordata,yes
B4XSZ7,Other,Chordata,no
B4XSZ9,Other,Chordata,no
Q56EB1,Other,Chordata,yes
Q9DEF9,Other,Chordata,yes
B4XSY5,Other,Chordata,yes
Q8AV97,Other,Chordata,yes
Q7LZ71,Other,Chordata,no
D1MGU0,Other,Chordata,yes
P0DJL2,Other,Chordata,no
Q71RR4,Other,Chordata,yes
Q8AYA4,Other,Chordata,yes
B4XT00,Other,Chordata,yes
Q8AYA3,Other,Chordata,yes
B4XT01,Other,Chordata,yes
B4XT02,Other,Chordata,yes
B4XT03,Other,Chordata,yes
B4XT08,Other,Chordata,yes
P81115,Other,Chordata,yes
Q71RQ7,Other,Chordata,yes
Q71RQ9,Other,Chordata,yes
Q71RQ8,Other,Chordata,yes
Q5FZI6,Other,Chordata,yes
Q5FZI5,Other,Chordata,yes
D9U2A3,Other,Arthropoda,yes
D1MEJ0,,Arthropoda,yes
D1MEJ1,,Arthropoda,yes
Q5D233,Other,Arthropoda,yes
A0A1D0C028,,Arthropoda,yes
P83608,Other,Arthropoda,no
P0CI10,,Mollusca,no
P0CI11,,Mollusca,no
P0CI12,,Mollusca,no
A0A1D0BPN8,,Arthropoda,yes
A9XDG2,Other,Arthropoda,yes
A9XDG3,Other,Arthropoda,yes
P83248,Other,Arthropoda,no
P83249,Other,Arthropoda,no
P83250,Other,Arthropoda,no
P83251,Other,Arthropoda,no
P81803,Other,Arthropoda,no
A0A348G5V8,Other,Arthropoda,yes
P0C293,Other,Arthropoda,yes
B6DCL9,Other,Arthropoda,yes
B6DCM0,Other,Arthropoda,yes
P0CI04,Other,Arthropoda,no
B6DCM1,Other,Arthropoda,yes
B6DCM2,Other,Arthropoda,yes
B6DCM3,Other,Arthropoda,yes
B6DCM4,Other,Arthropoda,yes
B6DCM5,Other,Arthropoda,yes
B6DCM6,Other,Arthropoda,yes
B6DCM7,Other,Arthropoda,yes
B6DCM8,Other,Arthropoda,yes
