identifier,Protein families,Phylum,has_fragment
P0CH56,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1F9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1F8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1G2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1G0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1G3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1G1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1G6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1G7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CH50,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1A7,Other,Arthropoda,no
B1P1A8,Other,Arthropoda,no
B1P1B0,Other,Arthropoda,no
B1P1B2,Other,Arthropoda,no
B1P1B1,Other,Arthropoda,no
P0CH51,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1H3,Other,Arthropoda,no
B1P1H4,Other,Arthropoda,no
P0CH52,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1I7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DPT4,Short scorpion toxin superfamily,Arthropoda,no
C0HM65,Short scorpion toxin superfamily,Arthropoda,no
P16341,Short scorpion toxin superfamily,Arthropoda,no
P31719,Short scorpion toxin superfamily,Arthropoda,no
Q9TVX3,Short scorpion toxin superfamily,Arthropoda,no
P59869,Short scorpion toxin superfamily,Arthropoda,no
P59870,Short scorpion toxin superfamily,Arthropoda,no
Q10726,Short scorpion toxin superfamily,Arthropoda,no
P80719,Short scorpion toxin superfamily,Arthropoda,no
P59867,Short scorpion toxin superfamily,Arthropoda,no
P58498,Short scorpion toxin superfamily,Arthropoda,no
P58490,Short scorpion toxin superfamily,Arthropoda,no
Q6XLL9,Short scorpion toxin superfamily,Arthropoda,no
Q6XLL8,Short scorpion toxin superfamily,Arthropoda,no
Q6XLL7,Short scorpion toxin superfamily,Arthropoda,no
Q6XLL6,Short scorpion toxin superfamily,Arthropoda,no
Q6XLL5,Short scorpion toxin superfamily,Arthropoda,no
P0C194,Short scorpion toxin superfamily,Arthropoda,no
P0C166,Short scorpion toxin superfamily,Arthropoda,no
P84094,Short scorpion toxin superfamily,Arthropoda,no
Q5G8A6,Other,Arthropoda,no
Q0GY44,Other,Arthropoda,no
P69940,Other,Arthropoda,no
P0C2F3,Other,Arthropoda,no
Q0GY46,Other,Arthropoda,no
P0CJ45,Other,Arthropoda,no
D9U2B1,Other,Arthropoda,no
P0CI42,Other,Arthropoda,no
C6ZH27,Other,Arthropoda,no
Q0GY41,Other,Arthropoda,no
C7G3K3,Other,Arthropoda,no
Q9NJC6,Other,Arthropoda,no
Q0GY42,Other,Arthropoda,no
P86822,Other,Arthropoda,no
P0C8W4,Other,Arthropoda,no
Q0GY45,Other,Arthropoda,no
Q5WR03,Other,Arthropoda,no
L0G8Z0,Other,Arthropoda,no
P0C8W5,Other,Arthropoda,no
Q5WR01,Other,Arthropoda,no
Q86QV0,Other,Arthropoda,no
Q86QU1,Other,Arthropoda,no
P0C892,Other,Arthropoda,no
P0C893,Other,Arthropoda,no
C0HJW3,Other,Arthropoda,no
C0HLM3,Other,Arthropoda,no
Q9BKB7,Short scorpion toxin superfamily,Arthropoda,no
P59938,Short scorpion toxin superfamily,Arthropoda,no
P59939,Other,Arthropoda,no
Q86QV5,Other,Arthropoda,no
Q86QU5,Other,Arthropoda,no
Q86QV2,Other,Arthropoda,no
Q86QU9,Other,Arthropoda,no
Q86QV7,Other,Arthropoda,no
Q86QU0,Other,Arthropoda,no
Q86QT9,Other,Arthropoda,no
Q86QT8,Other,Arthropoda,no
Q86QU8,Other,Arthropoda,no
Q86QU7,Other,Arthropoda,no
Q86QV4,Other,Arthropoda,no
A7X3Y2,Other,Chordata,no
A7X3Y6,Other,Chordata,no
D8VNS6,Other,Chordata,no
D2YVK5,Other,Chordata,no
D2YVH7,Other,Chordata,no
A7X3Z0,Other,Chordata,no
D2YVJ8,Other,Chordata,no
D9U2A4,Other,Arthropoda,no
P0CI45,Other,Arthropoda,no
B8XH01,Other,Arthropoda,no
P84810,Other,Arthropoda,no
Q6WJF5,Other,Arthropoda,no
D9U2A2,Other,Arthropoda,no
P0CI43,Other,Arthropoda,no
Q9BPJ8,Other,Mollusca,no
Q9BPJ0,Other,Mollusca,no
Q9BPJ2,Other,Mollusca,no
Q9BPJ6,Other,Mollusca,no
Q9BPI9,Other,Mollusca,no
Q9BP45,Other,Mollusca,yes
Q9BPI6,Other,Mollusca,no
Q9BPI7,Other,Mollusca,no
Q9BPJ5,Other,Mollusca,no
A1BQQ5,Other,Mollusca,no
P0DJO4,Other,Arthropoda,no
L0GCV8,Other,Arthropoda,no
L0GCI6,Other,Arthropoda,no
L0GAZ8,Other,Arthropoda,no
R4JNJ5,Other,Arthropoda,no
R4JQZ0,Other,Arthropoda,no
R4JJN6,Other,Arthropoda,no
S6CWV8,Other,Arthropoda,no
S6D3A7,Other,Arthropoda,no
P0DME2,Other,Arthropoda,no
P0DMF9,Other,Arthropoda,no
P0DMG0,Other,Arthropoda,no
A0A0A1I6E7,Other,Arthropoda,no
P0DME4,Other,Arthropoda,no
P0DMF1,Other,Arthropoda,no
P0DJ03,Other,Arthropoda,no
P0C8W1,Other,Arthropoda,no
D9U2B8,Other,Arthropoda,no
I0DEB5,Other,Arthropoda,no
C5J886,Other,Arthropoda,no
Q3HXX7,Other,Chordata,no
A6MFL7,Other,Chordata,no
Q3HXY5,Other,Chordata,no
Q3HXY1,Other,Chordata,no
Q3HXX6,Other,Chordata,no
Q3HXX5,Other,Chordata,no
Q3HXX4,Other,Chordata,no
B8QCG6,Other,Chordata,yes
P0DMG7,Other,Chordata,yes
Q90W38,Other,Chordata,no
P34128,Other,Chordata,no
Q9DEZ9,Other,Chordata,no
Q1W7Q6,Other,Chordata,no
P30894,Other,Chordata,no
F8RKW5,Other,Chordata,no
P0DMD1,Other,Chordata,yes
P25428,Other,Chordata,no
P61898,Other,Chordata,no
P61899,Other,Chordata,no
P01140,Other,Chordata,no
A0A3F2YLP5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DQJ6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DW96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CH55,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P82601,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q9N6A4,Conotoxin O1 superfamily,Mollusca,yes
Q5K0B8,Conotoxin O1 superfamily,Mollusca,no
P0DW73,Conotoxin O1 superfamily,Mollusca,no
P0C902,Conotoxin O1 superfamily,Mollusca,no
Q2I2R4,Conotoxin O1 superfamily,Mollusca,no
P0DJC6,Conotoxin O1 superfamily,Mollusca,no
Q9XZL4,Conotoxin O1 superfamily,Mollusca,no
Q9U651,Conotoxin O1 superfamily,Mollusca,no
Q5K0C7,Conotoxin O1 superfamily,Mollusca,no
Q5K0D1,Conotoxin O1 superfamily,Mollusca,no
P0DTY2,Conotoxin O1 superfamily,Mollusca,no
P0DTY4,Conotoxin O1 superfamily,Mollusca,no
P0DTY5,Conotoxin O1 superfamily,Mollusca,no
P0DTY9,Conotoxin O1 superfamily,Mollusca,no
P0DTZ0,Conotoxin O1 superfamily,Mollusca,no
P0DTZ1,Conotoxin O1 superfamily,Mollusca,no
Q9XYZ1,Conotoxin O1 superfamily,Mollusca,no
A0A2L2P6T9,Conotoxin O1 superfamily,Mollusca,no
Q9BH84,Conotoxin O1 superfamily,Mollusca,no
P0C8V6,Conotoxin O1 superfamily,Mollusca,no
Q9N633,Conotoxin O1 superfamily,Mollusca,yes
Q9XZK5,Conotoxin O1 superfamily,Mollusca,no
Q9TVK3,Conotoxin O1 superfamily,Mollusca,yes
P0DQD4,Conotoxin O1 superfamily,Mollusca,no
C7T1P4,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D5,Conotoxin O1 superfamily,Mollusca,no
Q9TVX4,Conotoxin O1 superfamily,Mollusca,yes
D2Y4A1,Conotoxin O1 superfamily,Mollusca,yes
C7T1P3,Conotoxin O1 superfamily,Mollusca,yes
Q9UA95,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE2,Conotoxin O1 superfamily,Mollusca,no
C7T1P2,Conotoxin O1 superfamily,Mollusca,yes
Q6TGQ8,Other,Chordata,no
B3EWI9,Other,Chordata,yes
B5AR80,Other,Chordata,yes
X2L4E2,Other,Chordata,yes
P0C2D1,Other,Chordata,yes
A0A024BTN9,Other,Chordata,yes
A8QL52,Other,Chordata,no
A8QL51,Other,Chordata,no
P81382,Other,Chordata,no
O93364,Other,Chordata,no
P56742,Other,Chordata,no
P0C2D2,Other,Chordata,yes
K9N7B7,Other,Chordata,yes
C0HJE7,Other,Chordata,no
G8XQX1,Other,Chordata,no
Q4F867,Other,Chordata,yes
A6MFL0,Other,Chordata,no
B5U6Y8,Other,Chordata,no
P0C2D3,Other,Chordata,yes
Q90W54,Other,Chordata,no
P83542,Other,Arthropoda,yes
A2VBC4,Other,Arthropoda,no
Q68KK0,Other,Arthropoda,no
A0A0M3KKW3,Other,Arthropoda,no
P0CH87,Other,Arthropoda,no
Q3ZU95,Other,Arthropoda,no
P51528,Other,Arthropoda,no
P0CH47,Other,Arthropoda,no
P0CH86,Other,Arthropoda,no
C0HLL3,Other,Arthropoda,no
P49369,Other,Arthropoda,no
F8J2D0,Phospholipase A2 family,Chordata,no
A8CG87,Phospholipase A2 family,Chordata,no
A8CG78,Phospholipase A2 family,Chordata,no
P24294,Phospholipase A2 family,Chordata,no
P80003,Phospholipase A2 family,Chordata,no
B6CQR5,Phospholipase A2 family,Chordata,no
Q91133,Phospholipase A2 family,Chordata,no
P00597,Phospholipase A2 family,Chordata,no
P00600,Phospholipase A2 family,Chordata,no
P15445,Phospholipase A2 family,Chordata,no
P60044,Phospholipase A2 family,Chordata,yes
Q9DF33,Phospholipase A2 family,Chordata,no
Q9I968,Phospholipase A2 family,Chordata,no
Q9W7J3,Phospholipase A2 family,Chordata,no
Q45Z29,Phospholipase A2 family,Chordata,no
F8QN53,Phospholipase A2 family,Chordata,no
C1IC45,Phospholipase A2 family,Chordata,yes
Q6YNQ0,Phospholipase A2 family,Chordata,yes
P00619,Phospholipase A2 family,Chordata,no
P81480,Phospholipase A2 family,Chordata,no
P00601,Phospholipase A2 family,Chordata,no
P0CAS9,Phospholipase A2 family,Chordata,yes
P00599,Phospholipase A2 family,Chordata,no
P0DKU3,Phospholipase A2 family,Chordata,yes
P60043,Phospholipase A2 family,Chordata,yes
Q2PG81,Phospholipase A2 family,Chordata,no
P0DJJ8,Phospholipase A2 family,Chordata,no
Q1RP79,Phospholipase A2 family,Chordata,no
P81237,Phospholipase A2 family,Chordata,no
Q9PSF9,Phospholipase A2 family,Chordata,yes
Q9PUI1,Phospholipase A2 family,Chordata,no
P45881,Phospholipase A2 family,Chordata,no
P86804,Phospholipase A2 family,Chordata,no
P0DM52,Phospholipase A2 family,Chordata,yes
Q8AY47,Phospholipase A2 family,Chordata,yes
Q8QFW3,Phospholipase A2 family,Chordata,no
Q90WA8,Phospholipase A2 family,Chordata,no
Q7T1R1,Phospholipase A2 family,Chordata,no
P00618,Phospholipase A2 family,Chordata,no
P0DJN3,Phospholipase A2 family,Chordata,yes
P0DJN4,Phospholipase A2 family,Chordata,yes
P0DUP0,Phospholipase A2 family,Chordata,yes
Q90249,Phospholipase A2 family,Chordata,no
P82114,Phospholipase A2 family,Chordata,no
P0DMJ9,Phospholipase A2 family,Chordata,yes
P58399,Phospholipase A2 family,Chordata,no
P10117,Phospholipase A2 family,Chordata,no
P0CAS8,Phospholipase A2 family,Chordata,yes
P00607,Phospholipase A2 family,Chordata,no
P24605,Phospholipase A2 family,Chordata,no
P0DTS8,Phospholipase A2 family,Chordata,no
P0DUP9,Phospholipase A2 family,Chordata,yes
Q9I834,Phospholipase A2 family,Chordata,no
P0DMK0,Phospholipase A2 family,Chordata,yes
P82287,Phospholipase A2 family,Chordata,no
P81165,Phospholipase A2 family,Chordata,no
P0DUP2,Phospholipase A2 family,Chordata,no
Q9PVE3,Phospholipase A2 family,Chordata,no
P58464,Phospholipase A2 family,Chordata,no
Q9PRT7,Phospholipase A2 family,Chordata,yes
P0DUN8,Phospholipase A2 family,Chordata,yes
A0A6B9L6D3,Other,Arthropoda,no
P0DUS0,,Arthropoda,no
Q18DC8,Other,Chordata,no
Q18DC9,Other,Chordata,no
P0C5H3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P82815,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
M4GX67,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9NBW2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45697,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P58488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q1I180,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DSO5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLL9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60214,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P15226,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56612,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DMM8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q2NME3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60260,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DRC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60261,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60262,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60263,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DUI3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A218QWY4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8RGC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P84614,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A5H1ZR48,,Arthropoda,no
D5HR51,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
E7CLP6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56743,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
M1INJ1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PG9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7Z1K5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60267,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DUH8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q1I167,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84685,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
H1ZZI7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HM71,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
M1JB54,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PG8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P59865,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9TWL1,Other,Arthropoda,yes
P0DUH9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59854,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
E7CLN5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q5G8B8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q1I164,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84688,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0CI51,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q8MQS8,Peptidase S1 family,Arthropoda,no
P0C8C5,Other,Arthropoda,yes
P0C8C6,Other,Arthropoda,yes
P0CJ00,Other,Arthropoda,no
P0CI99,Other,Arthropoda,no
P0C8C7,Other,Arthropoda,yes
P11058,Other,Arthropoda,no
A0A1D0BR67,Other,Arthropoda,no
P0DN57,,Mollusca,no
C0HJJ9,,Arthropoda,yes
A0A1D0C0W1,,Arthropoda,no
P0DX60,Other,Arthropoda,no
Q5Y4Y1,Other,Arthropoda,no
M5B4R7,Other,Arthropoda,no
A0A1D0BRC1,,Arthropoda,yes
P83247,Other,Arthropoda,no
P84093,Other,Arthropoda,yes
A0A1L1QJU3,Other,Arthropoda,no
C0HLZ5,,Arthropoda,yes
P83893,Other,Arthropoda,no
P0DSK3,Other,Arthropoda,no
A0A348G6I9,Other,Arthropoda,no
A0A6G9KHE5,,Arthropoda,no
P0DPX0,Other,Arthropoda,no
P0DSK4,Other,Arthropoda,no
A0A6M6R9M4,,Arthropoda,no
P84016,Other,Arthropoda,no
B3FIN4,Other,Arthropoda,no
A0A6G9KJM3,Other,Arthropoda,no
P0DSK5,Other,Arthropoda,no
A0A348G6J0,Other,Arthropoda,no
P0DSK6,Other,Arthropoda,no
P83903,Other,Arthropoda,yes
P0DSK7,Other,Arthropoda,no
A0A348G6J1,Other,Arthropoda,no
A0A2K8JW87,,Arthropoda,no
P0DQO6,Other,Arthropoda,no
P0C023,Other,Arthropoda,no
P0DXT3,Other,Arthropoda,yes
P0DQO7,Other,Arthropoda,no
P0DXT4,Other,Arthropoda,no
P0DXT5,Other,Arthropoda,no
B6DD29,Other,Arthropoda,no
B6DD30,Other,Arthropoda,no
B6DD31,Other,Arthropoda,no
B6DD32,Other,Arthropoda,no
B6DD33,Other,Arthropoda,no
P0DV31,Other,Arthropoda,no
P0DX57,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84508,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P60993,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DV96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q6B4T4,Other,Arthropoda,no
P83746,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DCP6,Other,Arthropoda,no
B6DCP7,Other,Arthropoda,no
C0HJH6,,Arthropoda,no
P0CF05,,Arthropoda,no
P0DXT9,Other,Arthropoda,no
P0DXU0,Other,Arthropoda,no
P0DX59,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q27Q53,Other,Arthropoda,yes
P0DM68,Other,Arthropoda,no
B6DCV0,Other,Arthropoda,no
P0DPY1,Other,Arthropoda,no
P0DPX8,Other,Arthropoda,no
P0DPX5,Other,Arthropoda,no
P0DPU8,Other,Arthropoda,no
P0DPX7,Other,Arthropoda,no
I6R1R5,Other,Arthropoda,no
P0DPX9,Other,Arthropoda,no
P0DPX6,Other,Arthropoda,no
P0DPY0,Other,Arthropoda,no
P0DSL6,,Arthropoda,no
P61789,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DRD4,Other,Arthropoda,no
V9QER4,Other,Arthropoda,no
Q5Y4U2,Other,Arthropoda,no
Q5Y4U5,Other,Arthropoda,no
Q5Y4W1,Other,Arthropoda,no
Q5Y4W0,,Arthropoda,no
Q5Y4V9,Other,Arthropoda,no
Q5Y4U3,Other,Arthropoda,no
Q5Y4Y5,Other,Arthropoda,no
P31328,Other,Arthropoda,no
B3A0P0,Other,Arthropoda,no
P0C2A1,Other,Arthropoda,yes
B6DD10,Other,Arthropoda,no
B3EWN0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DPZ5,Other,Arthropoda,no
P0DQA3,Other,Arthropoda,no
P0DPZ3,Other,Arthropoda,no
P0DQA4,Other,Arthropoda,no
B3EWN1,Other,Arthropoda,no
P0CC18,Other,Arthropoda,no
P0CC19,Other,Arthropoda,no
P17727,Other,Arthropoda,no
C0HJM7,Other,Arthropoda,yes
P0DQF3,Other,Arthropoda,no
P61506,Other,Arthropoda,no
P0DQF4,Other,Arthropoda,no
Q86C51,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3FIS2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3FIS3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3FIS4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3FIS5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3FIS6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3FIS7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3FIS0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3FIS1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CH71,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
A3F7X2,Other,Arthropoda,no
P0DXW3,Other,Arthropoda,no
P0DXW4,Other,Arthropoda,no
P0DXW7,Other,Arthropoda,no
P61792,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DXX0,Other,Arthropoda,no
P0DXW5,Other,Arthropoda,no
P0DXW6,Other,Arthropoda,no
P0DXX3,Other,Arthropoda,no
P0DXX2,Other,Arthropoda,no
P0DXX1,Other,Arthropoda,no
P0DXW8,Other,Arthropoda,no
L0G8Z2,,Arthropoda,no
P0DXW9,Other,Arthropoda,no
L0GCW8,,Arthropoda,no
Q7M3P1,,Arthropoda,yes
A0A0A0V633,,Arthropoda,no
P0DUT5,Other,Arthropoda,no
P0DPW1,Other,Arthropoda,yes
P0DPW2,Other,Arthropoda,yes
F8S0Z7,Other,Chordata,no
P0DJJ5,Other,Chordata,yes
B6EWW8,Other,Chordata,no
W8EFS0,Other,Chordata,yes
A0A2I4HXH5,Other,Chordata,yes
Q8AY45,Venom Kunitz-type family,Chordata,no
Q7LZJ1,Venom metalloproteinase (M12B) family,Chordata,yes
P0DRC8,Venom metalloproteinase (M12B) family,Chordata,yes
P0C7X6,Venom metalloproteinase (M12B) family,Chordata,no
P0C7X7,Venom metalloproteinase (M12B) family,Chordata,no
P81630,Venom metalloproteinase (M12B) family,Chordata,no
P81631,Venom metalloproteinase (M12B) family,Chordata,no
P0DM97,Venom metalloproteinase (M12B) family,Chordata,no
P0C6A9,Venom metalloproteinase (M12B) family,Chordata,no
P82466,Venom metalloproteinase (M12B) family,Chordata,no
P0C6A7,Venom metalloproteinase (M12B) family,Chordata,no
J3SBP9,Venom metalloproteinase (M12B) family,Chordata,no
Q9PWJ0,Venom metalloproteinase (M12B) family,Chordata,no
P0C6A5,Venom metalloproteinase (M12B) family,Chordata,no
Q805F6,Venom metalloproteinase (M12B) family,Chordata,no
P81743,Venom metalloproteinase (M12B) family,Chordata,no
P34182,Venom metalloproteinase (M12B) family,Chordata,no
Q8AWX7,Venom metalloproteinase (M12B) family,Chordata,no
P0C6B6,Venom metalloproteinase (M12B) family,Chordata,no
P0DTB7,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6E3,Venom metalloproteinase (M12B) family,Chordata,no
B8K1W0,Venom metalloproteinase (M12B) family,Chordata,no
P0DJH5,Venom metalloproteinase (M12B) family,Chordata,yes
Q2UXR0,Venom metalloproteinase (M12B) family,Chordata,no
Q2UXQ5,Venom metalloproteinase (M12B) family,Chordata,no
Q6X1T6,Venom metalloproteinase (M12B) family,Chordata,yes
Q90495,Venom metalloproteinase (M12B) family,Chordata,no
P0C8I7,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6E8,Venom metalloproteinase (M12B) family,Chordata,yes
Q9PSN7,Venom metalloproteinase (M12B) family,Chordata,yes
Q90ZI3,Venom metalloproteinase (M12B) family,Chordata,no
Q98UF9,Venom metalloproteinase (M12B) family,Chordata,no
P0C7B0,Venom metalloproteinase (M12B) family,Chordata,no
Q8AWI5,Venom metalloproteinase (M12B) family,Chordata,no
Q8JIR2,Venom metalloproteinase (M12B) family,Chordata,no
P20164,Venom metalloproteinase (M12B) family,Chordata,no
Q90Y44,Venom metalloproteinase (M12B) family,Chordata,no
D3TTC2,Venom metalloproteinase (M12B) family,Chordata,no
P30431,Venom metalloproteinase (M12B) family,Chordata,yes
D3TTC1,Venom metalloproteinase (M12B) family,Chordata,no
P82942,Venom metalloproteinase (M12B) family,Chordata,no
C6EVG7,Other,Chordata,no
Q8QGP7,Other,Chordata,no
D5J9S0,Other,Chordata,no
P79799,Other,Chordata,no
A8S6B3,Other,Chordata,yes
Q1ZYW1,Other,Chordata,yes
Q3SAE6,Other,Chordata,yes
Q3SAE8,Other,Chordata,yes
P0CJ10,,Arthropoda,no
D1MEI9,,Arthropoda,no
Q9PRW3,Peptidase S1 family,Chordata,yes
Q9PRM8,Peptidase S1 family,Chordata,yes
E5L0E3,Peptidase S1 family,Chordata,no
P0CJ41,Peptidase S1 family,Chordata,no
P0DJF4,Peptidase S1 family,Chordata,yes
P81661,Peptidase S1 family,Chordata,no
P81038,Peptidase S1 family,Chordata,yes
P18964,Peptidase S1 family,Chordata,no
Q9YGS1,Peptidase S1 family,Chordata,yes
Q8JH85,Peptidase S1 family,Chordata,no
E0Y419,Peptidase S1 family,Chordata,no
P0CG03,Peptidase S1 family,Chordata,no
O13061,Peptidase S1 family,Chordata,no
J3S832,Peptidase S1 family,Chordata,no
E5L0E4,Peptidase S1 family,Chordata,no
Q9PT51,Peptidase S1 family,Chordata,no
Q7LZF5,Peptidase S1 family,Chordata,yes
P33588,Peptidase S1 family,Chordata,yes
B5G6G7,Other,Chordata,no
B5L5N1,Other,Chordata,no
B5L5N2,Other,Chordata,no
B5L5P0,Other,Chordata,no
B5L5P3,Other,Chordata,no
B5L5P6,Other,Chordata,no
B5L5M9,Other,Chordata,no
B5L5N3,Other,Chordata,no
B5L5P4,Other,Chordata,no
B5L5P7,Other,Chordata,no
B5L5N4,Other,Chordata,no
Q9Y0X6,,Arthropoda,no
P84001,Other,Arthropoda,yes
P01388,Snake three-finger toxin family,Chordata,no
P25669,Snake three-finger toxin family,Chordata,no
P01386,Snake three-finger toxin family,Chordata,no
A8HDK8,Snake three-finger toxin family,Chordata,no
F8J2E6,Snake three-finger toxin family,Chordata,no
Q53B55,Snake three-finger toxin family,Chordata,no
Q53B53,Snake three-finger toxin family,Chordata,yes
Q53B59,Snake three-finger toxin family,Chordata,no
Q2VBP3,Snake three-finger toxin family,Chordata,no
A1IVR7,Snake three-finger toxin family,Chordata,yes
P25667,Snake three-finger toxin family,Chordata,no
Q8UW28,Snake three-finger toxin family,Chordata,no
P0DQQ1,Snake three-finger toxin family,Chordata,no
P25671,Snake three-finger toxin family,Chordata,no
P07526,Snake three-finger toxin family,Chordata,no
F8J2D7,Snake three-finger toxin family,Chordata,no
F8J2E5,Snake three-finger toxin family,Chordata,no
C0HJD7,Snake three-finger toxin family,Chordata,no
P0DQQ2,Snake three-finger toxin family,Chordata,no
P25672,Snake three-finger toxin family,Chordata,no
C1IC49,Snake three-finger toxin family,Chordata,no
P29180,Snake three-finger toxin family,Chordata,no
O42256,Snake three-finger toxin family,Chordata,no
P29181,Snake three-finger toxin family,Chordata,no
A2CKF6,Snake three-finger toxin family,Chordata,no
P29182,Snake three-finger toxin family,Chordata,no
Q802B3,Snake three-finger toxin family,Chordata,no
P25679,Snake three-finger toxin family,Chordata,no
Q9W7I3,Snake three-finger toxin family,Chordata,no
P25680,Snake three-finger toxin family,Chordata,no
Q802B2,Snake three-finger toxin family,Chordata,no
P01401,Snake three-finger toxin family,Chordata,no
P01400,Snake three-finger toxin family,Chordata,no
P01399,Snake three-finger toxin family,Chordata,no
O93422,Snake three-finger toxin family,Chordata,no
P60814,Snake three-finger toxin family,Chordata,no
P0DSM9,Snake three-finger toxin family,Chordata,no
A2CKF7,Snake three-finger toxin family,Chordata,no
P82935,Snake three-finger toxin family,Chordata,no
