identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
D5J9Q8,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KL36,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2ES46,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A6MGX9,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5L5Q6,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5L5Q8,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90W97,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ72,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DN10,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
B5KL37,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ78,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
Q90W96,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ73,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ74,Venom Kunitz-type family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0DN11,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P0DJ65,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
A6MGY1,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5L5Q1,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
F8J2F5,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DN12,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P0DN13,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P25660,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
D2Y2C2,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DN14,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
Q8AY43,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
G9I929,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0CY85,Venom Kunitz-type family,,Mollusca,marine,Gastropoda,Neogastropoda
A8Y7P1,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7P2,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7P3,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7P4,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7P5,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7P6,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7P0,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DN15,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
Q8AY42,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
D2Y2F4,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
A8Y7N4,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7N5,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7N6,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7N7,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7N8,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A8Y7N9,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P85039,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P85040,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P19859,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P82966,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B6RLX2,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DN16,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
Q8AY41,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DN17,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
D2Y2F6,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DN18,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P00984,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
D2Y2F7,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DN19,Venom Kunitz-type family,fragment,Cnidaria,marine,Anthozoa,Actiniaria
D2Y2F8,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0CAR0,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
B2ZBB9,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
B2ZBC0,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DN20,Venom Kunitz-type family,fragment,Cnidaria,marine,Anthozoa,Actiniaria
P84471,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
B2KTG2,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P00987,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
D2Y2F9,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P00979,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6ITC1,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P84473,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
B2KTG3,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P00989,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q75S50,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9W728,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q75S49,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q1RPT0,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q1RPS9,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q1RPS8,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8AY44,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q0PL65,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P84470,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P00980,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8AY46,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7T2Q6,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P81658,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P00982,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7LZE3,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P00981,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
D2Y2G0,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2G1,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2G2,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
H6VC05,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
H6VC06,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
D2Y2Q1,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2Q2,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2Q5,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2Q6,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2Q7,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2Q8,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2Q9,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
Q7LZS8,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C1X2,Venom Kunitz-type family,,Mollusca,marine,Gastropoda,Neogastropoda
P20229,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B2BS84,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
G3LH89,Venom Kunitz-type family,,Arthropoda,terrestrial,Insecta,Hymenoptera
D8KY58,Venom Kunitz-type family,,Arthropoda,terrestrial,Insecta,Hymenoptera
B2KTG1,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P24541,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
I2G9B4,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DM47,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q5ZPJ7,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ63,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
B7S4N9,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
C0HLB2,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6ITB1,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A5X2X1,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
C0LNR2,Venom Kunitz-type family,,Arthropoda,terrestrial,Insecta,Hymenoptera
E5AJX3,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DKL8,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P85420,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DQT6,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
C0HJU2,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q9W7S2,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P34179,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P60244,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PW35,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90391,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90392,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PW36,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P15167,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q92032,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q91401,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q92031,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7LZS9,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P83512,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJE1,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P86976,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C6S0,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q7T1T4,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0C6S1,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P85314,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C7A9,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q8QG89,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJJ6,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ42,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P28891,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P83255,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P86802,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9IAY3,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P20897,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9IAY1,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P22796,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9IAY0,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q9IAY4,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q9IAY2,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0CB14,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q3ZD74,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P84907,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9I9R4,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2EI26,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
C0HM67,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
U3KRG1,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P20165,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
B7U492,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DMH2,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DMH3,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DL29,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q8JJ51,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7LZJ1,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DRC8,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0C7X6,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C7X7,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P81630,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P81631,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DM97,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C6A9,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P82466,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C6A7,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
J3SBP9,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PWJ0,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C6A5,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q805F6,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P81743,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P34182,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8AWX7,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C6B6,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DTB7,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0C6E3,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6T271,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P17495,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
C0L2T8,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
C0HLL1,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q9IAB0,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P23323,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q4JCS1,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q4JCS0,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q1PBD1,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P17349,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90YA6,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P17347,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q7LZK1,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7LZK0,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P18619,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P62383,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P62384,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
U5PZ28,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90220,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90221,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P14530,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90WC0,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q7LZI5,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7LZT4,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q5XUW8,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
A2CJE5,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P68520,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
A2CJE6,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P31981,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P31982,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P31985,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P68521,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P31986,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P31984,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P31987,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P31990,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P22827,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P22828,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q98SP2,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q0NZX5,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P31989,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0C6E4,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q0NZX6,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P83912,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7ZZS9,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q98995,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q698K8,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0C7A7,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C7A8,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9IAX6,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
O73795,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9YI19,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PVK9,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C6R5,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q14FJ4,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C6R6,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
E9NW26,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
E9NW27,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
E9NW28,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0C6R7,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q805F4,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C6R8,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P30403,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
O93516,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
O93515,Venom metalloproteinase (M12B) family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q7SZE0,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
O57413,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P15503,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P22826,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C6S4,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P21859,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7SZD9,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
C9E1S1,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
C9E1R7,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
C9E1R9,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P16338,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
P17497,Venom metalloproteinase (M12B) family,,Chordata,terrestrial,Lepidosauria,Squamata
